D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_06_826.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_06_826.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_06_826.jpg,0,1,0,7.817521
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_06_896.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_06_896.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_06_896.jpg,0,1,0,8.496078
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_06_966.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_06_966.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_06_966.jpg,-0.15,1,0,9.389077
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_036.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_036.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_036.jpg,-0.2290685,1,0,10.04279
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_106.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_106.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_106.jpg,0,1,0,10.92708
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_175.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_175.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_175.jpg,0,1,0,11.68379
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_245.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_245.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_245.jpg,0,1,0,11.99168
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_314.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_314.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_314.jpg,0,1,0,13.13077
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_385.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_385.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_385.jpg,0,1,0,13.94725
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_453.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_453.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_453.jpg,-0.1,1,0,14.67778
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_523.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_523.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_523.jpg,-0.2644236,1,0,15.19906
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_594.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_594.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_594.jpg,-0.03222773,1,0,16.02151
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_665.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_665.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_665.jpg,0,1,0,16.70818
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_733.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_733.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_733.jpg,0,1,0,17.53878
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_803.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_803.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_803.jpg,-0.15,1,0,18.13057
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_874.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_874.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_874.jpg,-0.2056223,1,0,18.92536
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_07_944.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_07_944.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_07_944.jpg,-0.01856372,1,0,19.54745
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_014.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_014.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_014.jpg,0,1,0,20.34931
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_086.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_086.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_086.jpg,-0.15,1,0,21.14985
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_156.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_156.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_156.jpg,-0.3,1,0,21.71657
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_226.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_226.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_226.jpg,-0.5000001,1,0,22.40388
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_295.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_295.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_295.jpg,-0.6500001,1,0,22.8638
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_367.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_367.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_367.jpg,-0.5838048,1,0,23.50181
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_436.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_436.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_436.jpg,-0.4023388,1,0,24.0949
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_502.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_502.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_502.jpg,-0.2240174,1,0,24.69073
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_569.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_569.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_569.jpg,0,1,0,25.44607
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_637.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_637.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_637.jpg,0,1,0,26.00871
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_708.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_708.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_708.jpg,0,1,0,26.76026
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_778.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_778.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_778.jpg,0,1,0,27.32361
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_845.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_845.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_845.jpg,0,1,0,27.88435
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_918.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_918.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_918.jpg,0,1,0,28.62704
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_08_993.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_08_993.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_08_993.jpg,0,1,0,29.36387
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_060.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_060.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_060.jpg,-0.1,1,0,29.90991
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_128.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_128.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_128.jpg,-0.3,1,0,30.16816
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_195.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_195.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_195.jpg,-0.1849553,1,0,30.18805
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_264.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_264.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_264.jpg,-0.0008504777,1,0,30.1887
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_333.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_333.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_333.jpg,-0.1,1,0,30.18875
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_400.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_400.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_400.jpg,-0.25,1,0,30.17905
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_470.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_470.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_470.jpg,-0.3406993,1,0,30.17202
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_540.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_540.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_540.jpg,-0.153386,1,0,30.1923
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_609.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_609.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_609.jpg,0,1,0,30.18771
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_681.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_681.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_681.jpg,-0.15,1,0,30.18946
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_754.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_754.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_754.jpg,-0.3400508,1,0,30.17182
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_827.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_827.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_827.jpg,-0.09782659,1,0,30.19157
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_899.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_899.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_899.jpg,0,1,0,30.18832
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_09_969.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_09_969.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_09_969.jpg,0,1,0,30.19007
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_038.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_038.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_038.jpg,0,1,0,30.19131
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_111.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_111.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_111.jpg,-0.15,1,0,30.18543
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_182.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_182.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_182.jpg,-0.1078647,1,0,30.18881
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_256.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_256.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_256.jpg,0,1,0,30.19005
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_330.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_330.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_330.jpg,0,1,0,30.19029
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_405.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_405.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_405.jpg,0,1,0,30.19037
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_479.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_479.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_479.jpg,-0.15,1,0,30.18519
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_550.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_550.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_550.jpg,-0.1113392,1,0,30.19069
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_622.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_622.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_622.jpg,0,1,0,30.18974
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_696.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_696.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_696.jpg,0,1,0,30.18986
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_771.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_771.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_771.jpg,0,1,0,30.19016
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_839.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_839.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_839.jpg,0,1,0,30.18941
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_913.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_913.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_913.jpg,0,1,0,30.18987
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_10_982.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_10_982.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_10_982.jpg,-0.05,1,0,30.18956
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_11_058.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_11_058.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_11_058.jpg,-0.25,1,0,30.17515
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_11_128.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_11_128.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_11_128.jpg,-0.2900544,1,0,30.17809
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_11_200.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_11_200.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_11_200.jpg,-0.1047287,1,0,30.1916
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_11_268.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_11_268.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_11_268.jpg,0,1,0,30.18911
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_11_335.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_11_335.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_11_335.jpg,0,1,0,30.19
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_11_409.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_11_409.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_11_409.jpg,-0.05,1,0,30.19029
D:\udacity\BehavioralCloning\data\t1r1n\IMG\center_2017_11_24_20_02_11_477.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\left_2017_11_24_20_02_11_477.jpg,D:\udacity\BehavioralCloning\data\t1r1n\IMG\right_2017_11_24_20_02_11_477.jpg,-0.2,1,0,30.18083
